displayLabel,fileExtension,folder,formattedLastModifiedTime,formattedSize,justFileName,link,mimeType,name,size
BILLS-115hr124ih.xml,xml,False,16-Aug-2017 05:33,11.6 kB,BILLS-115hr124ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr124ih.xml,application/xml,BILLS-115hr124ih.xml,11853
BILLS-115hr98ih.xml,xml,False,16-Aug-2017 05:34,106.5 kB,BILLS-115hr98ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr98ih.xml,application/xml,BILLS-115hr98ih.xml,109094
BILLS-115hr157ih.xml,xml,False,16-Aug-2017 05:34,28.8 kB,BILLS-115hr157ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr157ih.xml,application/xml,BILLS-115hr157ih.xml,29472
BILLS-115hr68ih.xml,xml,False,16-Aug-2017 05:34,13.3 kB,BILLS-115hr68ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr68ih.xml,application/xml,BILLS-115hr68ih.xml,13585
BILLS-115hr137ih.xml,xml,False,16-Aug-2017 05:34,3.2 kB,BILLS-115hr137ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr137ih.xml,application/xml,BILLS-115hr137ih.xml,3231
BILLS-115hr67ih.xml,xml,False,16-Aug-2017 05:34,20.5 kB,BILLS-115hr67ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr67ih.xml,application/xml,BILLS-115hr67ih.xml,21000
BILLS-115hr66ih.xml,xml,False,16-Aug-2017 05:35,20.5 kB,BILLS-115hr66ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr66ih.xml,application/xml,BILLS-115hr66ih.xml,21040
BILLS-115hr61ih.xml,xml,False,16-Aug-2017 05:34,23.6 kB,BILLS-115hr61ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr61ih.xml,application/xml,BILLS-115hr61ih.xml,24188
BILLS-115hr62ih.xml,xml,False,16-Aug-2017 05:35,3.1 kB,BILLS-115hr62ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr62ih.xml,application/xml,BILLS-115hr62ih.xml,3158
BILLS-115hr158ih.xml,xml,False,16-Aug-2017 05:35,8.2 kB,BILLS-115hr158ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr158ih.xml,application/xml,BILLS-115hr158ih.xml,8410
BILLS-115hr154ih.xml,xml,False,16-Aug-2017 05:35,8.9 kB,BILLS-115hr154ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr154ih.xml,application/xml,BILLS-115hr154ih.xml,9103
BILLS-115hr150ih.xml,xml,False,16-Aug-2017 05:35,2.9 kB,BILLS-115hr150ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr150ih.xml,application/xml,BILLS-115hr150ih.xml,2995
BILLS-115hr116ih.xml,xml,False,16-Aug-2017 05:36,7.2 kB,BILLS-115hr116ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr116ih.xml,application/xml,BILLS-115hr116ih.xml,7342
BILLS-115hr156ih.xml,xml,False,16-Aug-2017 05:36,3.9 kB,BILLS-115hr156ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr156ih.xml,application/xml,BILLS-115hr156ih.xml,3962
BILLS-115hr148ih.xml,xml,False,16-Aug-2017 05:35,2.9 kB,BILLS-115hr148ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr148ih.xml,application/xml,BILLS-115hr148ih.xml,2966
BILLS-115hr155ih.xml,xml,False,16-Aug-2017 05:36,3.3 kB,BILLS-115hr155ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr155ih.xml,application/xml,BILLS-115hr155ih.xml,3391
BILLS-115hr151ih.xml,xml,False,16-Aug-2017 05:36,6 kB,BILLS-115hr151ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr151ih.xml,application/xml,BILLS-115hr151ih.xml,6151
BILLS-115hr149ih.xml,xml,False,16-Aug-2017 05:36,20.9 kB,BILLS-115hr149ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr149ih.xml,application/xml,BILLS-115hr149ih.xml,21413
BILLS-115hr115ih.xml,xml,False,16-Aug-2017 05:36,3.8 kB,BILLS-115hr115ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr115ih.xml,application/xml,BILLS-115hr115ih.xml,3871
BILLS-115hr65ih.xml,xml,False,16-Aug-2017 05:37,22 kB,BILLS-115hr65ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr65ih.xml,application/xml,BILLS-115hr65ih.xml,22577
BILLS-115hr153ih.xml,xml,False,16-Aug-2017 05:37,4.4 kB,BILLS-115hr153ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr153ih.xml,application/xml,BILLS-115hr153ih.xml,4506
BILLS-115hr107ih.xml,xml,False,16-Aug-2017 05:37,4.5 kB,BILLS-115hr107ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr107ih.xml,application/xml,BILLS-115hr107ih.xml,4653
BILLS-115hr109ih.xml,xml,False,16-Aug-2017 05:37,2.6 kB,BILLS-115hr109ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr109ih.xml,application/xml,BILLS-115hr109ih.xml,2621
BILLS-115hr114ih.xml,xml,False,16-Aug-2017 05:37,2.5 kB,BILLS-115hr114ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr114ih.xml,application/xml,BILLS-115hr114ih.xml,2561
BILLS-115hr106ih.xml,xml,False,16-Aug-2017 05:37,3.5 kB,BILLS-115hr106ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr106ih.xml,application/xml,BILLS-115hr106ih.xml,3551
BILLS-115hr110ih.xml,xml,False,16-Aug-2017 05:38,2.3 kB,BILLS-115hr110ih.xml,http://www.govinfo.gov/bulkdata/BILLS/115/1/hr/BILLS-115hr110ih.xml,application/xml,BILLS-115hr110ih.xml,2326
