displayLabel,fileExtension,folder,formattedLastModifiedTime,formattedSize,justFileName,link,mimeType,name,size
BILLS-116hr21eh.xml,xml,False,05-Jan-2019 05:37,1.9 MB,BILLS-116hr21eh.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr21eh.xml,application/xml,BILLS-116hr21eh.xml,1986381
BILLS-116hr128ih.xml,xml,False,05-Jan-2019 11:24,4.4 kB,BILLS-116hr128ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr128ih.xml,application/xml,BILLS-116hr128ih.xml,4556
BILLS-116hr988rh.xml,xml,False,24-May-2019 11:24,10.6 kB,BILLS-116hr988rh.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr988rh.xml,application/xml,BILLS-116hr988rh.xml,10861
BILLS-116hr238ih.xml,xml,False,05-Jan-2019 11:25,3.4 kB,BILLS-116hr238ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr238ih.xml,application/xml,BILLS-116hr238ih.xml,3525
BILLS-116hr239ih.xml,xml,False,05-Jan-2019 11:25,6.1 kB,BILLS-116hr239ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr239ih.xml,application/xml,BILLS-116hr239ih.xml,6289
BILLS-116hr227ih.xml,xml,False,08-Jan-2019 03:09,9.4 kB,BILLS-116hr227ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr227ih.xml,application/xml,BILLS-116hr227ih.xml,9672
BILLS-116hr113ih.xml,xml,False,08-Jan-2019 03:09,7.8 kB,BILLS-116hr113ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr113ih.xml,application/xml,BILLS-116hr113ih.xml,8021
BILLS-116hr251ih.xml,xml,False,08-Jan-2019 03:09,3.2 kB,BILLS-116hr251ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr251ih.xml,application/xml,BILLS-116hr251ih.xml,3312
BILLS-116hr115ih.xml,xml,False,08-Jan-2019 03:09,4.2 kB,BILLS-116hr115ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr115ih.xml,application/xml,BILLS-116hr115ih.xml,4261
BILLS-116hr150ih.xml,xml,False,08-Jan-2019 06:10,21.7 kB,BILLS-116hr150ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr150ih.xml,application/xml,BILLS-116hr150ih.xml,22245
BILLS-116hr31ih.xml,xml,False,08-Jan-2019 06:10,31.3 kB,BILLS-116hr31ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr31ih.xml,application/xml,BILLS-116hr31ih.xml,32072
BILLS-116hr221ih.xml,xml,False,08-Jan-2019 06:10,7.3 kB,BILLS-116hr221ih.xml,http://www.govinfo.gov/bulkdata/BILLS/116/1/hr/BILLS-116hr221ih.xml,application/xml,BILLS-116hr221ih.xml,7457
